,age,ageCond,budam,buga1,buga2,buga3,chaksun1,chaksun2,chaksun3,chaksun4,chaksun5,chulNo,diffUnit,g2f,g3f_4c,g4f_3c,g6f_2c,g8f_1c,hrName,hrNo,ilsu,jkName,jkNo,meet,name,ord,ordG1f,ordS1f,owName,owNo,plcOdds,prizeCond,rank,rating,rcDate,rcDay,rcDist,rcName,rcNo,rcTime,rcTimeG1f,rcTimeG2f,rcTimeG3f,rcTimeS1f,rcTime_1c,rcTime_2c,rcTime_3c,rcTime_400,rcTime_4c,sex,trName,trNo,track,weather,wgBudam,wgHr,winOdds
10,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,6,-,0,0,0,0,0,원더풀리걸,0045815,32,유승완,080417,서울,한국,94,0,0,(주)녹원목장,106204,0.0,R0~0,국6등급,0,20230430,일요일,1200,일반,1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,수,배휴준,070144,다습 (13%),맑음,56.0,481(+11),0.0
11,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,5,-,0,2,2,0,0,바람의향기,0045802,32,조재로,080550,서울,한국,1,1,2,이수길,010264,1.7,R0~0,국6등급,0,20230430,일요일,1200,일반,2,75.0,14.1,0,39.2,13,0.0,0.0,24.2,0,41.8,암,김동철,070177,다습 (13%),맑음,54.0,446(+2),5.4
12,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,4,4,0,7,7,0,0,루비어게인,0046216,32,신형철,080122,서울,한국,2,3,6,이재상,109312,2.1,R0~0,국6등급,0,20230430,일요일,1200,일반,2,75.8,14.1,0,38.9,14,0.0,0.0,25.0,0,43.0,암,이희영,070053,다습 (13%),맑음,54.0,466(+1),14.5
13,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,6,1¾,0,4,4,0,0,나올스카이,0046378,32,박을운,080339,서울,한국,3,4,4,이경호a,121010,6.1,R0~0,국6등급,0,20230430,일요일,1200,일반,2,76.1,14.2,0,39.8,13,0.0,0.0,24.5,0,42.6,암,조현수,070199,다습 (13%),맑음,54.0,429(+5),43.3
14,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,10,1¼,0,5,6,0,0,보름달빛,0046354,32,임다빈,080602,서울,한국,4,6,7,이창모,116041,3.7,R0~0,국6등급,-,20230430,일요일,1200,일반,2,76.3,14.3,0,39.8,14,0.0,0.0,24.9,0,42.7,암,박천서,070115,다습 (13%),맑음,54.0,449(-14),14.3
15,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,9,2,0,3,3,0,0,지르콘,0045877,32,하정훈,080552,서울,한국,5,2,5,한명로,111053,7.0,R0~0,국6등급,0,20230430,일요일,1200,일반,2,76.7,15.1,0,40.9,13,0.0,0.0,24.2,0,41.8,암,토니,070265,다습 (13%),맑음,54.0,469(+17),44.8
16,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,7,머리,0,9,9,0,0,메니샤크,0046117,32,유승완,080417,서울,한국,6,9,9,김영완,116047,5.0,R0~0,국6등급,0,20230430,일요일,1200,일반,2,76.7,13.0,0,38.8,14,0.0,0.0,25.5,0,44.5,암,김동균,070170,다습 (13%),맑음,54.0,496(-5),32.1
17,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,1,2½,0,6,5,0,0,메니참,0046600,32,김효정,080578,서울,한국,7,7,3,김명식,010226,1.8,R0~0,국6등급,0,20230430,일요일,1200,일반,2,77.1,14.4,0,40.4,13,0.0,0.0,24.8,0,43.0,암,서홍수,070160,다습 (13%),맑음,54.0,449(+12),8.8
18,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,8,1¼,0,10,10,0,0,천권챗,0046596,32,이상규,080609,서울,한국,8,10,10,조금제,109017,14.5,R0~0,국6등급,0,20230430,일요일,1200,일반,2,77.3,13.4,0,39.0,14,0.0,0.0,26.1,0,44.7,암,배휴준,070144,다습 (13%),맑음,50.0,423(+7),76.6
19,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,3,목,0,8,8,0,0,금아스테디,0046545,32,정정희,080530,서울,한국,9,8,8,금아산업(주),117038,2.5,R0~0,국6등급,-,20230430,일요일,1200,일반,2,77.4,14.5,0,39.9,14,0.0,0.0,25.5,0,43.6,암,리카디,070244,다습 (13%),맑음,54.0,478(+8),11.2
20,3,3세,별정A,0,0,0,22000000,8800000,5600000,2000000,1600000,2,5,0,1,1,0,0,피닉스클래스,0045847,32,문정균,080337,서울,한국,10,5,1,임한용,121021,1.1,R0~0,국6등급,0,20230430,일요일,1200,일반,2,78.3,16.3,0,42.6,13,0.0,0.0,24.1,0,41.8,암,박병일,070163,다습 (13%),맑음,54.0,434(),1.6
21,4,연령오픈,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,5,-,0,1,1,0,0,허밍버드,0044106,32,조한별,080515,서울,한국,1,1,2,박정배,118001,3.1,R0~0,국6등급,0,20230430,일요일,1400,일반,3,89.7,14.0,0,40.3,13,0.0,0.0,36.8,0,55.9,거,김동균,070170,다습 (13%),맑음,56.0,457(-2),13.6
22,3,연령오픈,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,9,½,0,4,5,0,0,레드태풍,0045354,32,박현우,080499,서울,한국,2,3,5,제일우,121020,4.6,R0~0,국6등급,0,20230430,일요일,1400,일반,3,89.8,14.1,0,39.9,13,0.0,0.0,37.3,0,56.3,암,안해양,070108,다습 (13%),맑음,54.0,426(+3),30.9
23,4,연령오픈,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,7,머리,0,3,3,0,0,익스펙트,0044505,32,송재철,080513,서울,한국,3,2,4,현재달,121060,2.6,R0~0,국6등급,0,20230430,일요일,1400,일반,3,89.8,14.1,0,40.2,13,0.0,0.0,37.1,0,56.2,수,안병기,070146,다습 (13%),맑음,56.0,473(+2),14.8
24,3,연령오픈,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,1,1,0,6,6,0,0,사바나찰리,0045232,32,임다빈,080602,서울,한국,4,5,3,배은정,214708,1.1,R0~0,국6등급,0,20230430,일요일,1400,일반,3,90.0,13.7,0,39.6,13,0.0,0.0,37.7,0,56.9,거,강환민,070175,다습 (13%),맑음,56.0,485(+3),1.5
25,4,연령오픈,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,4,7,0,2,2,0,0,함평파이터,0043755,32,김태훈,080512,서울,한국,5,4,1,함평제일,121026,1.8,R0~0,국6등급,0,20230430,일요일,1400,일반,3,91.2,15.2,0,41.8,13,0.0,0.0,36.8,0,55.9,암,박희철,070114,다습 (13%),맑음,54.0,498(-7),6.8
26,5,연령오픈,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,8,1½,0,5,4,0,0,제로백파이브,0042646,32,김아현,080598,서울,한국,6,6,6,청수,116053,1.8,R0~0,국6등급,0,20230430,일요일,1400,일반,3,91.5,14.8,0,41.5,14,0.0,0.0,37.3,0,56.7,암,이관호,070181,다습 (13%),맑음,53.0,454(+4),7.9
27,3,연령오픈,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,6,4,0,7,7,0,0,에이스퀸,0045901,32,문정균,080337,서울,한국,7,7,8,우상우,110007,9.3,R0~0,국6등급,0,20230430,일요일,1400,일반,3,92.1,14.7,0,41.1,14,0.0,0.0,38.1,0,57.5,암,최봉주,070152,다습 (13%),맑음,54.0,444(),53.5
28,3,연령오픈,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,10,4,0,8,10,0,0,히어로퀸,0045380,32,김효정,080578,서울,한국,8,8,10,임재형,216306,2.1,R0~0,국6등급,0,20230430,일요일,1400,일반,3,92.9,14.2,0,40.9,15,0.0,0.0,39.4,0,58.6,암,배휴준,070144,다습 (13%),맑음,54.0,453(+8),13.9
29,4,연령오픈,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,2,7,0,10,9,0,0,연희사랑,0044856,32,이동진,080579,서울,한국,9,9,9,김인호,105175,6.1,R0~0,국6등급,0,20230430,일요일,1400,일반,3,94.0,14.5,0,41.8,14,0.0,0.0,39.1,0,59.1,암,홍대유,070145,다습 (13%),맑음,54.0,483(+1),35.9
30,3,연령오픈,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,3,16,0,9,8,0,0,임페리얼본,0045891,32,김정준,080473,서울,한국,10,10,7,박준배,106148,8.8,R0~0,국6등급,0,20230430,일요일,1400,일반,3,96.8,16.5,0,44.9,14,0.0,0.0,38.7,0,58.8,수,최영주,070098,다습 (13%),맑음,56.0,458(-11),52.1
31,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,10,-,0,1,3,0,0,시크릿플레이,0045418,32,조재로,080550,서울,한국,1,1,3,조현영,122001,1.5,R1~35,국5등급,31,20230430,일요일,1200,일반,4,74.3,13.4,0,37.8,13,0.0,0.0,24.4,0,42.6,수,김동철,070177,다습 (13%),맑음,55.0,477(+10),4.1
32,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,9,3,0,4,6,0,0,단디,0046163,32,다비드,080584,서울,한국,2,2,7,임흥호,117016,5.3,R1~35,국5등급,29,20230430,일요일,1200,일반,4,74.9,13.4,0,38.2,14,0.0,0.0,24.9,0,42.9,암,안해양,070108,다습 (13%),맑음,52.0,453(-3),31.4
33,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,1,4,0,2,1,0,0,컴플리트포스,0045803,32,임기원,080487,서울,한국,3,3,1,장석영,010355,1.2,R1~35,국5등급,35,20230430,일요일,1200,일반,4,75.6,14.0,0,39.1,13,0.0,0.0,24.4,0,42.8,수,이희영,070053,다습 (13%),맑음,57.0,488(-2),2.0
34,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,7,4,0,6,4,0,0,바람의검,0044273,32,송재철,080513,서울,한국,4,4,5,현재달,121060,1.3,R1~35,국5등급,31,20230430,일요일,1200,일반,4,76.3,14.1,0,39.4,13,0.0,0.0,24.6,0,43.1,거,안병기,070146,다습 (13%),맑음,55.0,470(+1),4.1
35,5,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,8,1¼,0,5,5,0,0,비엔토,0042325,32,이용호,080547,서울,한국,5,6,6,전영애,121048,5.3,R1~35,국5등급,28,20230430,일요일,1200,일반,4,76.5,14.3,0,39.8,13,0.0,0.0,24.6,0,42.9,암,심승태,070166,다습 (13%),맑음,52.0,462(+1),21.1
36,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,4,목,0,9,9,0,0,제우시대,0046273,32,김아현,080598,서울,한국,6,8,8,구인택,119017,13.4,R1~35,국5등급,27,20230430,일요일,1200,일반,4,76.5,13.6,0,38.8,14,0.0,0.0,25.4,0,44.0,암,최용건,070200,다습 (13%),맑음,51.0,454(-16),65.3
37,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,5,¾,0,7,8,0,0,네버어게인,0045771,32,하정훈,080552,서울,한국,7,7,9,한명로,111053,6.0,R1~35,국5등급,29,20230430,일요일,1200,일반,4,76.7,14.1,0,39.4,14,0.0,0.0,25.3,0,43.4,거,토니,070265,다습 (13%),맑음,54.0,453(+7),35.8
38,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,3,¾,0,3,2,0,0,런던에이스,0045994,32,김정준,080473,서울,한국,8,5,2,임현성,121003,2.8,R1~35,국5등급,29,20230430,일요일,1200,일반,4,76.8,14.6,0,40.2,13,0.0,0.0,24.4,0,42.8,암,배휴준,070144,다습 (13%),맑음,52.0,433(-1),12.8
39,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,6,1½,0,8,7,0,0,글로리케이,0046015,32,김효정,080578,서울,한국,9,9,4,강경운,117025,4.2,R1~35,국5등급,27,20230430,일요일,1200,일반,4,77.0,14.0,0,39.7,13,0.0,0.0,25.1,0,43.7,암,배대선,070091,다습 (13%),맑음,52.0,438(-3),29.2
40,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,2,4,0,10,10,0,0,글로벌진격,0045251,32,문정균,080337,서울,한국,10,10,10,장재형,010611,3.8,R1~35,국5등급,30,20230430,일요일,1200,일반,4,77.7,14.2,0,39.7,14,0.0,0.0,26.1,0,44.3,수,최상식,070085,다습 (13%),맑음,54.5,470(+4),22.9
41,5,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,11,-,0,0,0,0,0,플라잉카라,0042791,32,정정희,080530,서울,한국,93,0,0,김형순,110028,0.0,R1~35,국5등급,30,20230430,일요일,1200,일반,4,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,거,임채덕,070198,다습 (13%),맑음,54.5,451(-12),0.0
42,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,11,-,0,3,4,0,0,금아얼루어,0045763,32,유승완,080417,서울,한국,1,2,4,금아산업(주),117038,1.5,R1~35,국5등급,35,20230430,일요일,1300,일반,5,81.1,13.5,0,38.8,13,0.0,0.0,30.4,0,48.7,암,이관호,070181,다습 (13%),맑음,55.0,462(+1),5.7
43,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,6,3,0,1,2,0,0,동트자웨이,0044409,32,이동진,080579,서울,한국,2,1,3,남석우,105055,2.7,R1~35,국5등급,29,20230430,일요일,1300,일반,5,81.6,14.0,0,39.6,13,0.0,0.0,30.0,0,48.4,거,이희영,070053,다습 (13%),맑음,54.0,469(+7),20.6
44,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,5,1½,0,4,3,0,0,킹다이아,0045382,32,임기원,080487,서울,한국,3,3,2,김아라,121015,1.1,R1~35,국5등급,35,20230430,일요일,1300,일반,5,81.9,14.0,0,39.6,13,0.0,0.0,30.4,0,48.8,수,이신영,070167,다습 (13%),맑음,57.0,531(-3),1.5
45,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,7,2,0,6,5,0,0,금성시대,0045804,32,조상범,080533,서울,한국,4,6,6,조창규,065096,3.4,R1~35,국5등급,29,20230430,일요일,1300,일반,5,82.2,13.7,0,39.3,13,0.0,0.0,30.8,0,49.3,수,박재우,070164,다습 (13%),맑음,54.0,492(-6),28.6
46,5,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,9,1,0,5,6,0,0,회두령,0043097,32,송재철,080513,서울,한국,5,5,7,권태석,114007,6.2,R1~35,국5등급,31,20230430,일요일,1300,일반,5,82.4,14.2,0,39.7,13,0.0,0.0,30.8,0,48.9,수,최용구,070168,다습 (13%),맑음,55.0,514(-4),45.4
47,5,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,10,¾,0,7,8,0,0,마에스트로,0043053,32,임다빈,080602,서울,한국,6,4,9,우동희,104053,3.1,R1~35,국5등급,29,20230430,일요일,1300,일반,5,82.5,14.3,0,39.4,14,0.0,0.0,31.1,0,49.3,수,박희철,070114,다습 (13%),맑음,54.0,487(-1),15.2
48,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,1,5,0,10,10,0,0,록임팩트,0046010,32,김정준,080473,서울,한국,7,10,10,본투런,121018,5.0,R1~35,국5등급,29,20230430,일요일,1300,일반,5,83.4,13.8,0,39.2,14,0.0,0.0,32.2,0,50.3,수,박병일,070163,다습 (13%),맑음,54.0,465(+4),30.8
49,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,2,½,0,2,1,0,0,예술이야,0044132,32,다비드,080584,서울,한국,8,7,1,강무웅,109027,2.8,R1~35,국5등급,30,20230430,일요일,1300,일반,5,83.4,14.9,0,41.3,13,0.0,0.0,30.0,0,48.6,거,최용구,070168,다습 (13%),맑음,54.5,490(+2),9.2
50,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,8,1¼,0,9,9,0,0,레전드케이,0046297,32,최범현,080361,서울,한국,9,8,8,강경운,117025,4.7,R1~35,국5등급,29,20230430,일요일,1300,일반,5,83.6,14.5,0,39.9,14,0.0,0.0,31.3,0,50.0,수,배대선,070091,다습 (13%),맑음,54.0,486(+1),31.7
51,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,4,2½,0,8,7,0,0,올가림,0044142,32,조재로,080550,서울,한국,10,9,5,임수복,010608,4.1,R1~35,국5등급,33,20230430,일요일,1300,일반,5,84.1,14.9,0,41.0,13,0.0,0.0,30.9,0,49.6,수,김동철,070177,다습 (13%),맑음,56.0,514(+13),32.5
52,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,3,15,0,11,11,0,0,문학다이얼,0046585,32,신형철,080122,서울,미국,11,11,11,권경자,105222,24.3,R1~35,국5등급,35,20230430,일요일,1300,일반,5,86.7,16.3,0,42.6,15,0.0,0.0,32.4,0,50.3,수,김윤섭,070103,다습 (13%),맑음,57.0,475(+11),103.4
53,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,6,-,0,5,4,0,0,마이왕자,0044830,32,다비드,080584,서울,한국,1,4,6,이기선,010516,1.3,R1~35,국5등급,30,20230430,일요일,1400,일반,6,88.8,13.9,0,39.6,14,0.0,0.0,36.5,0,55.5,거,강성오,070174,다습 (13%),맑음,55.0,472(-10),3.4
54,5,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,8,½,0,2,2,0,0,뉴스마트,0043145,32,김아현,080598,서울,한국,2,3,2,김태성,113008,2.2,R1~35,국5등급,21,20230430,일요일,1400,일반,6,88.9,14.3,0,39.9,13,0.0,0.0,36.4,0,55.3,암,심승태,070166,다습 (13%),맑음,51.0,468(+6),9.7
55,7,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,4,½,0,4,5,0,0,대마지풍,0039463,32,이동진,080579,서울,한국,3,1,5,강태구,119016,2.9,R1~35,국5등급,21,20230430,일요일,1400,일반,6,89.0,14.4,0,39.8,14,0.0,0.0,36.7,0,55.5,거,박병일,070163,다습 (13%),맑음,52.0,450(-8),18.5
56,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,7,2½,0,1,1,0,0,신의반전,0045808,32,하정훈,080552,서울,한국,4,2,1,김진태a,105239,1.7,R1~35,국5등급,29,20230430,일요일,1400,일반,6,89.5,14.9,0,40.9,13,0.0,0.0,36.1,0,55.0,암,강환민,070175,다습 (13%),맑음,52.5,464(+9),6.3
57,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,1,5,0,6,7,0,0,스타프린세스,0044173,32,이용호,080547,서울,한국,5,5,7,금악목장,065118,3.3,R1~35,국5등급,26,20230430,일요일,1400,일반,6,90.3,14.7,0,40.6,14,0.0,0.0,37.4,0,56.1,암,문병기,070225,다습 (13%),맑음,52.0,478(-7),22.8
58,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,5,6,0,3,3,0,0,슈프림스타,0045234,32,임다빈,080602,서울,한국,6,6,3,손병현,112005,1.1,R1~35,국5등급,34,20230430,일요일,1400,일반,6,91.3,15.4,0,42.2,13,0.0,0.0,36.5,0,55.5,암,정호익,070148,다습 (13%),맑음,55.0,496(),1.9
59,6,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,2,7,0,8,8,0,0,마하걸,0043489,32,박병윤,080435,서울,일본,7,7,8,미즈타니 마사테루,214706,6.3,R1~35,국5등급,30,20230430,일요일,1400,일반,6,92.5,14.7,0,41.7,14,0.0,0.0,38.4,0,57.3,암,최봉주,070152,다습 (13%),맑음,53.0,470(-4),41.3
60,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,3,15,0,7,6,0,0,미르파워,0045093,32,조상범,080533,서울,한국,8,8,4,김은갑,118003,4.1,R1~35,국5등급,29,20230430,일요일,1400,일반,6,95.1,16.8,0,45.2,13,0.0,0.0,37.2,0,56.7,암,손영표,070150,다습 (13%),맑음,52.5,472(+14),26.3
61,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,5,-,0,2,2,0,0,캠프세이버,0044154,32,박현우,080499,서울,한국,1,1,2,김창호,117012,1.7,R1~35,국5등급,26,20230430,일요일,1400,일반,7,88.8,13.8,0,38.9,13,0.0,0.0,37.5,0,56.2,암,최용건,070200,다습 (13%),맑음,52.0,436(-2),6.3
62,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,8,½,0,6,8,0,0,콰이어트참,0045101,32,김효정,080578,서울,한국,2,5,8,김명식,010226,5.9,R1~35,국5등급,21,20230430,일요일,1400,일반,7,88.9,13.2,0,38.0,14,0.0,0.0,38.3,0,57.0,암,서홍수,070160,다습 (13%),맑음,52.0,455(+2),28.3
63,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,6,2,0,3,3,0,0,스마트블루,0043921,32,정정희,080530,서울,한국,3,3,6,이종원,010421,1.7,R1~35,국5등급,27,20230430,일요일,1400,일반,7,89.3,14.0,0,39.1,14,0.0,0.0,37.6,0,56.5,암,강환민,070175,다습 (13%),맑음,52.0,470(+7),5.6
64,3,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,2,1,0,1,1,0,0,원더풀티지,0045829,32,박태종,080103,서울,한국,4,2,1,지대섭,010498,1.2,R1~35,국5등급,28,20230430,일요일,1400,일반,7,89.4,14.1,0,39.5,13,0.0,0.0,37.5,0,56.2,수,박윤규,070117,다습 (13%),맑음,54.0,496(-4),1.9
65,5,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,7,1¼,0,4,6,0,0,클라우터,0043124,32,문정균,080337,서울,한국,5,4,7,김용래,065012,2.8,R1~35,국5등급,25,20230430,일요일,1400,일반,7,89.7,14.0,0,39.2,14,0.0,0.0,38.0,0,56.7,거,배휴준,070144,다습 (13%),맑음,52.5,472(+5),16.2
66,5,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,4,9,0,5,5,0,0,제이에스군황,0045457,32,박병윤,080435,서울,미국,6,6,4,박민지,121005,3.6,R1~35,국5등급,30,20230430,일요일,1400,일반,7,91.2,14.4,0,40.7,14,0.0,0.0,37.8,0,57.0,수,손영표,070150,다습 (13%),맑음,55.0,509(+4),16.6
67,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,1,4,0,7,4,0,0,로드에이스,0043662,32,조한별,080515,서울,한국,7,7,3,손병철,110058,2.2,R1~35,국5등급,27,20230430,일요일,1400,일반,7,91.8,14.3,0,41.2,14,0.0,0.0,37.8,0,57.3,수,김동철,070177,다습 (13%),맑음,53.5,500(+5),9.2
68,4,연령오픈,핸디캡,0,0,0,22000000,8800000,5600000,2000000,1600000,3,6,0,8,7,0,0,희망워리어,0045073,32,신형철,080122,서울,한국,8,8,5,희망홀스,121052,2.0,R1~35,국5등급,30,20230430,일요일,1400,일반,7,92.9,14.6,0,41.7,14,0.0,0.0,38.3,0,58.0,암,신삼영,070161,다습 (13%),맑음,53.0,461(+10),7.5
